City,Job Title,Job Link,Company Name,Company Link,Location,Salary,Job Views,Time of Post,Job Description,Skills Required,Job Industry,Functional Area,Total Positions,Job Shift,Job Type,Job Location,Gender,Minimum Education,Career Level,Minimum Experience,Apply Before,Posting Date
Karachi,Electrical Engineer,https://www.rozee.pk/electrical-engineer-karachi-jobs-1741546?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741546&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Wärtsilä,javascript:;,Karachi,N/A,21 views,Posted 9 hours ago,Null,"Electrical maintenance in power plant, Leadership Skills, O&M policies and procedures implementation, Maintenance of electrical equipment including PLC, Total quality management techniques, Maintenance planning and Execution, Inventory Management, Training and Team Management",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,N/A,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Karachi,Tax Internship Program,https://www.rozee.pk/tax-internship-program-karachi-jobs-1741536?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741536&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,EY,javascript:;,Karachi,N/A,9 views,Posted 9 hours ago,Null,"Technical expertise in tax, Leadership Skills, Agile working methods, Innovative Thinking, Effective Communication, Collaboration, Curiosity, Growth-oriented mindset, Multicultural Teamwork, Coaching and Development",N/A,N/A,1 Post,First Shift (Day),Internship,Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Karachi,Executive Secretary to CEO,https://www.rozee.pk/executive-secretary-karachi-jobs-1741520?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741520&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Indigo Textile Pvt. Ltd.,//www.rozee.pk/company/indigo-textile-pvt-ltd1,Karachi,"PKR. 70,000 - 90,000/Month",50 views,Posted 10 hours ago,Null,"Communication Skills, MS Excel, Interpersonal Leadership",N/A,"Secretarial, Clerical & Front Office",1 Post,First Shift (Day),Full Time/Permanent,Karachi,Female,Bachelors,Experienced Professional,N/A,"Nov 30, 2025","Oct 29, 2025"
Karachi,Automation Marketing Tech Assistant,https://www.rozee.pk/awaremed-automation-marketing-tech-assistant-islamabad-karachi-lahore-jobs-1741432?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741432&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,AWAREmed,//www.rozee.pk/company/awaremed,Multiple Cities,"PKR. 100,000 - 200,000/Month",31 views,Posted 10 hours ago,Null,"Copywriting & Funnel Messaging Alignment, Zapier & API Integration, Email Marketing, SMS & Voicemail Automation, Workflow & Pipeline Automation, Lead Nurturing & Drip Campaigns, Appointment Scheduling Automation, Marketing Analytics & Dashboard Reporting, Reputation Management Automation, Funnel Building (Landing Pages & Triggers, CRM Data Management & Hygiene, QA Testing Automations, Asana Project Management, GHL Builder), Basic Graphic Design (Canva, Strong Written & Spoken English Communication, Time Management, Problem Solving",N/A,Marketing,1 Post,First Shift (Day),Full Time/Permanent,"Islamabad, Karachi, Lahore",No Preference,N/A,Experienced Professional,3 Years,"Nov 30, 2025","Oct 29, 2025"
Karachi,Relationship Manager - Hospitality / Events mangement Industry,https://www.rozee.pk/fulcrum-pvt-ltd-relationship-manager-hospitality-events-mangement-industry-karachi-jobs-1741506?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741506&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Fulcrum Pvt Ltd,//www.rozee.pk/company/fulcrum-pvt-ltd,Karachi,"PKR. 60,000 - 80,000/Month",68 views,Posted 10 hours ago,Null,"Event Management, Communication Skills, Hospitality Management",Consultants,Hotel/Restaurant Management,1 Post,First Shift (Day),Full Time/Permanent,Karachi,Male,Bachelors,Experienced Professional,2 Years,"Nov 29, 2025","Oct 29, 2025"
Karachi,Lab Engineer - Computer Science,https://www.rozee.pk/szabist-lab-engineer-computer-science-karachi-jobs-1741498?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741498&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,SZABIST,//www.rozee.pk/company/szabist-1,Karachi,"PKR. 45,000 - 60,000/Month",20 views,Posted 11 hours ago,Null,"Problem Solving Skills, Interpersonal Skills, Web And Applications, Database, Programming",Education/Training,"Teachers/Education, Training & Development",1 Post,First Shift (Day),Full Time/Permanent,Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 13, 2025","Oct 29, 2025"
Karachi,Salesperson,https://www.rozee.pk/nj-japan-motors-salesperson-karachi-jobs-1741478?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741478&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Nj Japan Motors,//www.rozee.pk/company/nj-japan-motors,Karachi,"PKR. 40,000 - 40,000/Month",43 views,Posted 11 hours ago,Null,"Business Development, Retail Sales, Communication Skills",N/A,Sales & Business Development,1 Post,First Shift (Day),Full Time/Permanent,Karachi,Male,Matriculation/O-Level,Experienced Professional,N/A,"Nov 30, 2025","Oct 29, 2025"
Karachi,Admin / HR Manager,https://www.rozee.pk/rototec-pvt-ltd-admin-hr-manager-karachi-jobs-1732000?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1732000&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Rototec Pvt Ltd,//www.rozee.pk/company/rototec-pvt-ltd,Karachi,N/A,279 views,"Posted Oct 18, 2025",Null,"Recruitment  Management, House Keeping Skills, HR Policy Formulation, Administrative Management",Packaging,Administration,1 Post,First Shift (Day),Full Time/Permanent,Karachi,Male,Bachelors,Experienced Professional,4 Years,"Nov 18, 2025","Oct 18, 2025"
Karachi,Backend Developer Intern,https://www.rozee.pk/backend-developer-intern-karachi-jobs-1741810?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741810&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Quanrio LLP,javascript:;,Karachi,"PKR. 15,000 - 15,000/Month",49 views,Posted 8 hours ago,Null,"Backend development concepts, Node.js, Express.js, API Integration, Mongodb, MySQL, Git, Debugging Tools, Problem-Solving",N/A,N/A,1 Post,First Shift (Day),Internship,Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Karachi,Assistant Accountant,https://www.rozee.pk/assistant-accountant-karachi-jobs-1741804?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741804&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Abbas brothers,javascript:;,Karachi,"PKR. 50,000 - 50,000/Month",83 views,Posted 8 hours ago,Null,"Bookkeeping, Invoicing, Accounts Receivable, Accounts Payable, Inventory Management, Billing, QuickBooks (advantage)",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,Male,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Karachi,Graphic Designer / Social Media Manager,https://www.rozee.pk/livebazar-graphic-designer-social-media-manager-karachi-jobs-1737150?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1737150&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,LiveBazar,//www.rozee.pk/company/livebazar,Karachi,"PKR. 30,000 - 60,000/Month",26 views,Posted 8 hours ago,Null,"Digital Marketing, Social Media Management, Video Editing, Graphic Designing",N/A,Marketing,1 Post,First Shift (Day),Full Time/Permanent,Karachi,No Preference,Intermediate/A-Level,Entry Level,1 Year,"Nov 24, 2025","Oct 29, 2025"
Karachi,Co Teachers (Pre Primary),https://www.rozee.pk/co-teachers-pre-primary-karachi-jobs-1741788?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741788&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Happy Palace Grammar School,javascript:;,Karachi,N/A,49 views,Posted 8 hours ago,Null,"Assist in lesson planning, Classroom Management, Child supervision, Maintaining hygiene, Supporting child care routines, Communication Skills, Teamwork, Early Childhood Education (ECE) or Montessori",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Diploma,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Karachi,Call Centre Agent - Domestic campaign,https://www.rozee.pk/call-centre-agent-domestic-campaign-karachi-jobs-1741786?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741786&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Octopus Digital Network,javascript:;,Karachi,"PKR. 30,000 - 30,000/Month",41 views,Posted 8 hours ago,Null,"Strong Communication Skills, Customer Service, handling customer inquiries, Complaint Resolution, Problem-Solving, Coordination With Departments, Following Instructions, multi-tasking",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Karachi,Manager Material Planning & Local Purchase,https://www.rozee.pk/manager-material-planning-local-purchase-karachi-jobs-1741776?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741776&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Solution Consulting,javascript:;,Karachi,"PKR. 200,000 - 200,000/Month",26 views,Posted 8 hours ago,Null,"Material Planning, Local Procurement, Vendor Negotiation, Inventory Management, Data Analysis, Organizational Skills, Communication Skills, Quality Control, Cost Efficiency, Inventory Management Software, Procurement Tools",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Karachi,Inventory Store Officer,https://www.rozee.pk/inventory-store-officer-karachi-jobs-1741772?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741772&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,AA Joyland Pvt,javascript:;,Karachi,"PKR. 90,000 - 90,000/Month",85 views,Posted 8 hours ago,Null,"Stock Management, Warehouse Operations, Inventory Control, Accurate record-keeping, MS Excel, Inventory Management Software, ERP Systems, Organizational Skills, Attention to Detail, Data Entry, Communication, Coordination",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Diploma,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Karachi,Data Entry Operator,https://www.rozee.pk/data-entry-operator-karachi-jobs-1741746?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741746&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Go Dekho,javascript:;,Karachi,"PKR. 20,000 - 20,000/Month",95 views,Posted 8 hours ago,Null,"Typing Skills, Attention to Detail, Data Entry, MS Office (Word, Excel), Data Management, Confidentiality, Organizational Skills",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Karachi,Safety Marshal,https://www.rozee.pk/safety-marshal-karachi-jobs-1741740?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741740&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,HRSG Outsourcing PvtLtd,javascript:;,Karachi,"PKR. 50,000 - 50,000/Month",25 views,Posted 8 hours ago,Null,"Workplace health and safety regulations, Safety Inspections and Audits, Hazard Identification, Safety Training and Communication, Incident Investigation, Record Keeping and Documentation, Use and maintenance of safety equipment, Organizational Skills, Excellent Communication",N/A,N/A,1 Post,First Shift (Day),Contract,Karachi,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Lahore,Senior WordPress Developer,https://www.rozee.pk/ninja-softs-pvt-limited-senior-wordpress-developer-kharianislamabadgujranwalagujratlahorerawalpindilalamusawah-cantt-jobs-1736112?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1736112&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Ninja Softs (PVT) Limited,//www.rozee.pk/company/ninja-softs-pvt-limited,Multiple Cities,N/A,689 views,Posted 6 days ago,Null,"HTML5, CSS3, WP, WooCommerce, MySQL, Jquery",Information Technology,Software & Web Development,1 Post,First Shift (Day),Full Time/Permanent,"Islamabad, Gujranwala, Lahore, Rawalpindi, Gujrat, Kharian, Wah Cantt, Lalamusa",No Preference,Bachelors,Experienced Professional,N/A,"Nov 08, 2025","Oct 23, 2025"
Lahore,Sales Officer,https://www.rozee.pk/prism-consulting-pvt-ltd-sales-officer-lahore-rawalpindi-sargodha-jobs-1727502?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1727502&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Prism Consulting Pvt Ltd,//www.rozee.pk/company/prism-consulting-pvt-ltd,Multiple Cities,"PKR. 50,000 - 60,000/Month",1724 views,"Posted Oct 20, 2025",Null,"Communication Skills, Trade Negotiation, Customer Acquisition Skills, Retail Sales, B2B Business Development, Chemical Sales, Sales Channel Development",Consultants,Sales & Business Development,3 Posts,First Shift (Day),Full Time/Permanent,"Lahore, Rawalpindi, Sargodha",No Preference,Bachelors,Experienced Professional,"2 Years (Chemicals Sales ( used for furniture, construction and packaging material))","Nov 21, 2025","Oct 20, 2025"
Lahore,Logistics Coordinator,https://www.rozee.pk/ontime-international-shippng-logistics-logistics-coordinator-lahore-jobs-1733132?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1733132&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,OnTime International Shipping & Logistics,//www.rozee.pk/company/ontime-international-shipping-logistics,Lahore,"PKR. 30,000 - 60,000/Month",166 views,Posted 3 hours ago,Null,"Telemarketing  Skills, Client Confidentiality, Coordination Skillss",Courier / Logistics,Distribution & Logistics,2 Posts,First Shift (Day),Full Time/Permanent,Lahore,No Preference,Bachelors,Experienced Professional,N/A,"Nov 20, 2025","Oct 29, 2025"
Lahore,Customer Service Representative – Night Shift (Fluent English),https://www.rozee.pk/customer-service-representative-%e2%80%93-night-shift-fluent-english-lahore-jobs-1741814?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741814&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Core Edge Solutions,javascript:;,Lahore,"PKR. 100,000 - 100,000/Month",69 views,Posted 8 hours ago,Null,"Customer Service, Call Center Experience, Fluent English (Spoken And Written), Confidence, Professionalism, Dependability, High Call Volume Management, Problem-Solving, Client Handling, Up-selling, Relationship-building",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Lahore,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Lahore,Payroll & Accounts Officer,https://www.rozee.pk/payroll-accounts-officer-lahore-jobs-1741812?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741812&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Dream Team,javascript:;,Lahore,"PKR. 50,000 - 50,000/Month",84 views,Posted 8 hours ago,Null,"Payroll Management, Income Tax Compliance, Knowledge of Pakistan’s income tax laws, Payroll software proficiency, Accounting Systems, Communication Skills, Attention to Detail, Interpersonal Skills, Independent Work, multi-tasking",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Lahore,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Lahore,Performance Marketing Specialist,https://www.rozee.pk/performance-marketing-specialist-lahore-jobs-1741808?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741808&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Seebiz SMC Pvt,javascript:;,Lahore,"PKR. 120,000 - 120,000/Month",28 views,Posted 8 hours ago,Null,"Performance Marketing, Google Ads, Facebook/Meta Ads, LinkedIn Ads, Branding fundamentals, Content Strategy Development, SEO, CRM Systems, Marketing Automation, Analytical Skills, Data-driven Decision Making, A/B Testing, Communication Skills",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Lahore,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Lahore,Senior Purchaser - Spare Parts (Workshop),https://www.rozee.pk/bashir-sons-transport-company-senior-purchaser-spare-parts-workshop-faisalabad-lahore-jobs-1737870?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1737870&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Bashir Sons Transport Company,//www.rozee.pk/company/bashir-sons-transport-company,Multiple Cities,N/A,67 views,Posted 8 hours ago,Null,"Purchasing Negotiation, Communication Skills, Negotiation Skills, Purchase Procurement Knowledge",Travel/Tourism/Transportation,Procurement,1 Post,First Shift (Day),Full Time/Permanent,"Faisalabad, Lahore",Male,Intermediate/A-Level,Experienced Professional,10 Years,"Nov 25, 2025","Oct 29, 2025"
Lahore,Financial Controller,https://www.rozee.pk/360-degree-corporation-private-limited-financial-controller-lahore-jobs-1741728?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741728&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,360 Degree Corporation Private Limited,//www.rozee.pk/company/360-degree-corporation-private-limited,Lahore,N/A,44 views,Posted 8 hours ago,Null,"Financial Reporting, Budgeting and Forecasting, Generally Accepted Accounting Principles (GAAP), Financial Analysis, Risk Management, Internal Controls, Cash Flow Management, SAP Financial Accounting (SAP FI), SAP FI Module Configuration, Internal Auditing",N/A,N/A,1 Post,N/A,Full Time/Permanent,Lahore,No Preference,N/A,N/A,17 Years,"Nov 30, 2025","Oct 29, 2025"
Lahore,Maintenance Engineer (Electrical & Mechanical),https://www.rozee.pk/maintenance-engineer-electrical-mechanical-lahore-jobs-1741790?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741790&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Sorrel Foods Private,javascript:;,Lahore,N/A,21 views,Posted 8 hours ago,Null,"Automation, Technical Documentation, Safety and Compliance, Machine process control, Equipment installation and upgrades, Troubleshooting, Preventive Maintenance, Power Management, Industrial Control Systems, Electrical Maintenance, PLC Programming, VFDs, generators, Switchgear, Electric Motors, Servo Drives, Siemens PLC, Mechanical Maintenance",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Lahore,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Lahore,HR Officer,https://www.rozee.pk/hr-officer-lahore-jobs-1741784?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741784&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,ALM Human Resources,javascript:;,Lahore,"PKR. 40,000 - 40,000/Month",69 views,Posted 8 hours ago,Null,"EOBI Processing, PESSI registration, Statutory Compliance, Employee Record Management, Payroll support, Coordination and Communication, Knowledge of Labor Laws, Microsoft Excel",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Lahore,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Lahore,Technical Store Keeper,https://www.rozee.pk/technical-store-keeper-lahore-jobs-1741778?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741778&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Vega Pharmaceuticals Pvt,javascript:;,Lahore,N/A,43 views,Posted 8 hours ago,Null,"MS Office, Excel, Word, Basic inventory software knowledge, Inventory Control, Communication Skills, Organizational Skills",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Lahore,Male,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Lahore,Project Engineer,https://www.rozee.pk/project-engineer-lahore-jobs-1741758?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741758&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Zong,javascript:;,Lahore,N/A,26 views,Posted 8 hours ago,Null,"Understanding of different entities/functions in, Interpersonal and communication skills., Negotiation Skills, Time & Stress Management., Strong follow-up skills., Expertise in MS Office suite (MS Excel, MS PowerPoint & MS Project), Strong Analytical Skills, Presentation Skills, Understanding of Project Management Methodologies",N/A,N/A,1 Post,First Shift (Day),Contract,Lahore,No Preference,Bachelors,Executive,N/A,"Nov 29, 2025","Oct 29, 2025"
Lahore,PHP Core Developer,https://www.rozee.pk/syslogicx-php-core-developer-lahore-jobs-1741756?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741756&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Syslogicx,//www.rozee.pk/company/syslogicx,Lahore,"PKR. 35,000 - 50,000/Month",17 views,Posted 8 hours ago,Null,"API Integration, Jquery, Unobtrusive Javascript, MySQL, Core Php",N/A,Software & Web Development,1 Post,First Shift (Day),Full Time/Permanent,Lahore,No Preference,Masters,Experienced Professional,3 Years,"Nov 30, 2025","Oct 29, 2025"
Lahore,Call Center Agent - Healthcare Support,https://www.rozee.pk/abacus-consulting-call-center-agent-healthcare-support-lahore-jobs-1741750?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741750&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Abacus Consulting,//www.rozee.pk/company/abacus-consulting,Lahore,"PKR. 40,000 - 45,000/Month",53 views,Posted 8 hours ago,Null,"Communication Skills, Call Headlining, Active Learning",Information Technology,Client Services & Customer Support,1 Post,First Shift (Day),Contract,Lahore,No Preference,Intermediate/A-Level,Entry Level,Less than 1 Year,"Nov 29, 2025","Oct 29, 2025"
Lahore,Field Sales Executive,https://www.rozee.pk/smsami-field-sales-executive-lahore-jobs-1741752?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741752&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,SMSAMI,//www.rozee.pk/company/smsami,Lahore,"PKR. 40,000 - 80,000/Month",36 views,Posted 8 hours ago,Null,"Presentation Skills, Communication Skills, B2B Business Development, SaaS Software Command",Information Technology,Sales & Business Development,4 Posts,First Shift (Day),Full Time/Permanent,Lahore,No Preference,Bachelors,Entry Level,Less than 1 Year,"Nov 29, 2025","Oct 29, 2025"
Lahore,HR Officer,https://www.rozee.pk/hr-officer-lahore-jobs-1741732?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741732&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Perks HR Pvt,javascript:;,Lahore,"PKR. 70,000 - 70,000/Month",33 views,Posted 8 hours ago,Null,"Human Resources Operations, Recruitment and Talent Acquisition, Employee Records Management, Attendance and Leave Administration, Onboarding and offboarding processes, Employee Relations and Support, HR Compliance and Policy Implementation, HR Reporting and Analytics, Strong Written and Verbal Communication, Coordination and Documentation, MS Office proficiency (Excel, Word, PowerPoint), Attention to Detail, Multitasking, Confidentiality",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Lahore,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Lahore,Admin and Operation Executive,https://www.rozee.pk/admin-and-operation-executive-lahore-jobs-1741730?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741730&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Olx,javascript:;,Lahore,"PKR. 80,000 - 80,000/Month",47 views,Posted 8 hours ago,Null,"Data Analysis, Reporting Automation, Administrative Coordination, Excel, Power BI, AI tools (GPT, Claude, Gemini), Data Reporting, Telecom Management, travel documentation",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Lahore,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Lahore,Sales / Fundraise Executive,https://www.rozee.pk/together-sales-fundraise-executive-karachi-lahore-jobs-1741706?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741706&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Together.,//www.rozee.pk/company/together12,Multiple Cities,"PKR. 35,000 - 45,000/Month",36 views,Posted 8 hours ago,Null,"Communication Skills, Resource Development, Fundraising, Presentation Skills, Sales Management, Sales Automation",Business Development,Sales & Business Development,5 Posts,First Shift (Day),Full Time/Permanent,"Karachi, Lahore",No Preference,Bachelors,Entry Level,1 Year,"Nov 29, 2025","Oct 29, 2025"
Lahore,Personal Assistant,https://www.rozee.pk/personal-assistant-lahore-jobs-1741726?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741726&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Ghani Ceramics,javascript:;,Lahore,"PKR. 60,000 - 60,000/Month",56 views,Posted 8 hours ago,Null,"Personal Assistance, Executive Administrative Support, Communication, diary and calendar management, Microsoft Office Suite, Document Preparation, Filing, Correspondence Management, Organizational Skills, Time Management, Multitasking",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Lahore,Male,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Lahore,Fresh Graduate Opportunity,https://www.rozee.pk/fresh-graduate-opportunity-lahore-jobs-1741722?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741722&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Geekybugs,javascript:;,Lahore,"PKR. 20,000 - 20,000/Month",34 views,Posted 8 hours ago,Null,"Software Development, Software Design, Computer Science principles, Problem-Solving, Collaboration, Technical Learning",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Lahore,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Lahore,Deputy Manager EPM (Engineering Planning & Maintenance),https://www.rozee.pk/deputy-manager-epm-engineering-planning-maintenance-lahore-jobs-1741720?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741720&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Gourmet Foods,javascript:;,Lahore,"PKR. 170,000 - 170,000/Month",20 views,Posted 8 hours ago,Null,"Maintenance Strategy Development, Plant maintenance scheduling, Equipment Reliability, Safety Compliance, Budget Management, Vendor Management, Collaboration with engineering and production, Spare Parts Inventory Management, Procurement Coordination",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Lahore,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Lahore,Chat Support Assistant,https://www.rozee.pk/chat-support-assistant-lahore-jobs-1741714?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741714&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Excellence Delivered,javascript:;,Lahore,"PKR. 50,000 - 50,000/Month",32 views,Posted 8 hours ago,Null,"Chat Support, SMS Marketing, Text Marketing, Social Media Marketing, Data Analysis, Digital Marketing Tools, Spreadsheets, CRM Systems, Written Communication, Interpersonal Skills, Attention to Detail",N/A,N/A,1 Post,First Shift (Day),First Shift (Day),Lahore,No Preference,Bachelors,Entry Level,N/A,"Nov 29, 2025","Oct 29, 2025"
Lahore,Freelance Opportunity: Lead UX/UI & Interactive Designer,https://www.rozee.pk/moris-n-haris-freelance-opportunity-lead-uxui-interactive-designer-lahore-jobs-1741462?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741462&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Null,//www.rozee.pk/company/moris-n-haris,"Moris n Haris 
                                                    
                                                                    
                                                                                                            PKR 200",N/A,Null,Null,Null,Null,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Nov 30, 2025","Oct 29, 2025"
Lahore,Electrician,https://www.rozee.pk/associated-technologies-private-limited-electrician-lahore-jobs-1741678?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1741678&utm_campaign=ROZEE.PK_job_search&utm_term=undefined,Associated Technologies Private Limited,//www.rozee.pk/company/associated-technologies-private-limited,Lahore,N/A,19 views,Posted 8 hours ago,Null,"Electrical Controls, Diagnosing Skills, Electrical Controls Knowledge, Control Panel Knowledge",Engineering,Maintenance/Repair,1 Post,First Shift (Day),Full Time/Permanent,Lahore,No Preference,Diploma,Entry Level,1 Year,"Nov 29, 2025","Oct 29, 2025"
